name,calories,sugar,added_sugar,fat,fiber,protein,sodium,cholesterol,saturated_fat,carbohydrates,vitamin_c,calcium,potassium,magnesium,iron,omega3,monounsaturated_fat,zinc,phosphorus,vitamin_a,vitamin_b6,vitamin_b12,vitamin_e,vitamin_k,choline,niacin,health_label
"Cereal cinnamon sugar, king size, marshmallow topped",423.83,35.49,33.78,12.75,3.07,5.5,222.2,2.47,5.05,71.77,1.23,35.59,100.05,15.7,13.28,0.34,3.91,3.23,193.83,0.3796,0.7609,0.004258,2.736,0.0081,13.49,4.131,Unhealthy
"Black beans, hulled, stewed",134.31,2.51,0,1.63,6.9,9.41,8.17,0,0.25,20.5,1.69,32.11,501.94,73,3.38,0.21,0.4,2.35,175.34,0.0027,0.2454,0,0.522,0.0044,37.15,2.421,Healthy
"Corn sweet, halved, steamed",41.1,2.96,0,0.5,3.03,3.16,9.78,0,0.07,5.99,6.25,20.05,363.7,22.39,0.32,0.03,0.04,0.21,49.47,0.142,0.2983,0,0.36,0.0801,19.15,1.131,Healthy
"Chips salt and vinegar, thick cut, cheese dusted",541.39,3.24,1.17,30.39,4.8,7.98,782.23,3.01,5.6,58.99,8.14,11.06,461.62,29.83,1.3,3.39,9.26,0.58,153.61,0.0074,0.2779,0,4.088,0.0026,29.96,1.189,Unhealthy
"Bratwurst, sliced, ready to eat",341.69,2.92,1.82,27.49,0,15.63,1080.37,114.28,9.82,7.94,2.18,21.63,280.86,24.22,0.61,0.94,10.12,2.47,125.3,0.001,0.2612,0.001256,0.478,0.001,65.19,4.878,Unhealthy
"Breadsticks cheese, extra crispy, spicy",443.58,2.13,0.04,26.46,2.59,5.27,692.82,7.17,9.35,46.09,4.9,16.5,479.66,22.38,1.43,2.83,8.21,0.6,71.96,0.0063,0.3193,0,3.1,0.0067,22.32,1.683,Unhealthy
"Pop tart frosted, topped, with sprinkles",404.73,25.82,24.65,15.81,0.71,5.71,374.2,26.81,4.29,59.9,0.53,34.52,97.31,11.95,1.33,0.49,4.76,0.75,59.35,0.0475,0.0168,0.000201,1.781,0.0133,22.49,2.089,Unhealthy
"Hot chocolate mix, frozen, fortified",198.51,36.49,33.5,1.87,0,0.69,22.71,0,0.22,44.73,0.22,11.08,44.5,2.87,0.09,0.04,0.16,0.07,7.51,0.0007,0.0118,0,0.018,0.0001,0.54,0.478,Unhealthy
"Fried mac and cheese bites, thick cut, fried in vegetable oil",385.03,3.4,1.33,20.67,2.06,7.86,417.57,26.73,6.99,41.89,6.9,12.77,409.94,25.63,1.98,1.95,5.3,0.58,81.99,0.0028,0.1105,0.000887,0.594,0.0057,25.44,1.673,Unhealthy
"Buttermilk low fat, smooth, fat free",38.69,2.65,0.15,1.01,0,4.29,43.69,3.2,0.6,3.11,1.72,130.28,189.59,14.12,0.06,0.06,0.25,0.54,170.45,0.0322,0.046,0.000753,0.019,0.0006,16.39,0.188,Healthy
"Sausage pork, diced, cured",396.31,2.16,1.61,33.07,0,17.14,1011.8,76.51,11.96,7.53,2.5,9.61,338.85,24.36,1.87,2.15,12.55,3.12,195.53,0.0025,0.1209,0.001643,0.411,0.0014,46.73,2.03,Unhealthy
"Spinach, chopped, raw",34.72,0.68,0,0.48,2,1.94,27.15,0,0.06,5.66,88.55,135.51,476.4,23.34,2.22,0.05,0.06,0.35,43.1,0.8632,0.2762,0,2.664,0.4153,16.9,0.364,Healthy
"Chips sweet potato fried, crunchy, salted",628.78,3.22,0.23,38.58,4.32,7.2,417.85,7.86,7.22,63.19,10.3,29.08,217.58,18.1,0.79,1.96,8.11,1.08,141.72,0.0026,0.1202,0,1.333,0.0059,29.87,2.894,Unhealthy
"Tomato, chopped, roasted",24.94,1.14,0,0.38,1.75,2.03,46.06,0,0.05,3.35,73.69,58.1,174.6,14.1,1.26,0.05,0.04,0.4,58.89,0.1574,0.1619,0,0.93,0.1375,22.41,1.5,Healthy
"Bonbon, filled, nut filled",412.19,57.77,53.45,7.51,2.07,6.81,48.23,8.16,3.56,79.34,0.9,59.26,184.05,38.56,2.97,0.22,2.25,0.81,91.93,0.0025,0.0081,4.00E-05,1.186,0,10.08,0.754,Unhealthy
"Chicken drumstick skinless, whole, stir-fried",150.39,0.08,0,6.03,0,23.58,69.04,78.11,1.01,0.45,0.05,13.13,261.08,26.84,1.18,0.79,2.71,2.37,219.32,0.0102,0.3039,0.000923,0.16,0.0019,61.82,8.283,Healthy
"Oysters, tail, raw",214.87,0.02,0,14.31,0,21.4,75.51,79.58,3.45,0.12,0.27,10.11,299.1,32.24,0.73,3.62,2.98,0.72,157.7,0.019,0.2831,0.008584,1.498,0.0015,54.67,11.287,Healthy
"Turkey leg, cutlet, baked",118.21,0.05,0,2.45,0,23.91,73.12,73.56,0.8,0.13,0.37,13.86,316.75,21.54,0.7,0.36,0.89,2.06,185.05,0.0058,0.7638,0.000768,0.195,0.0003,65.37,8.628,Healthy
"Lentils brown, dried, canned drained",201.11,2.79,0,2.63,9.32,17.43,12.5,0,0.42,26.93,3.26,23.94,524.72,78.65,4.49,0.77,0.31,1.86,102.21,0.0035,0.3275,0,0.17,0.0057,22.61,2.482,Healthy
"Turkey bacon processed, crumbled, nitrate cured",294.07,0.87,0.53,24.67,0,14.37,1069.08,54.84,9.53,3.64,8.21,14.33,188.34,19.26,1.53,0.59,8.17,2.67,234.48,0.0056,0.1814,0.001448,0.462,0.0035,68.56,4.461,Unhealthy
"Summer sausage, bulk, nitrate cured",230.96,0.33,0.25,16.92,0,17.47,994.56,91.04,6.08,2.2,6.3,43.85,158.56,12.14,0.99,0.42,7.38,2.35,83.1,0.0027,0.1352,0.002122,0.269,0.0008,47.97,5.539,Unhealthy
"Fennel, cubed, microwaved",34.8,1.43,0,0.2,1.83,3.2,38.7,0,0.04,5.05,28.09,18.59,193.68,24.65,0.47,0.04,0.01,0.31,34.81,0.4702,0.2259,0,1.729,0.0936,14.43,0.96,Healthy
"Kielbasa, chunk, nitrate cured",388.91,0.81,0.37,34.95,0,15.88,1480.47,73.85,12.49,2.71,8.85,39.3,305.94,20.76,2.03,2.09,11.31,2.15,224.7,0.0062,0.1006,0.000543,0.287,0.0041,46.87,4.59,Unhealthy
"Ham deli, chunk, nitrate cured",269.75,1.24,0.38,18.35,0,18.83,1134.15,64.86,7.25,7.32,3.36,18.85,257.41,14.17,2.06,0.98,7.67,2.57,117.53,0.0098,0.2603,0.000809,0.188,0.0007,69.8,5.901,Unhealthy
"Gyro, deluxe, fried",227.24,2.69,1.99,12.12,1.71,11.92,856.89,59.88,3.54,17.62,2.96,148.47,200.25,19.46,1.72,0.8,3.67,1.94,156.28,0.0203,0.0943,0.001289,0.531,0.0045,29.48,5.878,Unhealthy
"Whipped topping, spreadable, full fat",330.67,10.75,8.09,25.11,0.64,2.96,664.01,19.22,6.57,23.21,4.78,25.15,171.5,7.12,0.85,1.47,5.61,0.37,95.89,0.008,0.028,8.80E-05,6.89,0.0659,12.76,0.434,Unhealthy
"Fish sticks breaded, supreme, battered",379.71,4.9,3.79,23.19,0.97,18.6,678.84,30.44,8.71,24.15,4.33,95.97,285.35,22.68,2.43,1.65,9.11,2.08,244.89,0.014,0.0919,0.001537,1.392,0.005,30.44,5.081,Unhealthy
"Rice crispy treat, snack size, iced",449.09,38.68,34.68,11.45,2.29,4.35,323.33,1.45,4.62,82.16,10.28,74.01,186.83,31.95,7.15,0.56,2.82,2.79,188.68,0.1625,0.3039,0.004727,4.597,0.0047,7.66,13.442,Unhealthy
"Candy corn, wrapped, milk chocolate",565.97,47.11,40.51,30.97,0.56,1.42,154.12,10.93,12.63,70.39,1.42,19.9,205.61,46.73,2.09,2.38,9.76,0.31,149.36,0.0022,0.0397,0.000102,0.659,0.0039,15.28,0.406,Unhealthy
"Chicken sandwich fried, double, battered",246.09,2.17,1.48,11.85,0.63,18.65,969.15,32.38,4.62,16.21,3.86,62.62,254.71,15.12,1.62,1.1,4,1.54,122.61,0.0161,0.0537,0.001282,1.399,0.0094,33.33,2.78,Unhealthy
"Cookie chocolate chip, jumbo, with chocolate drizzle",451.83,25.59,23,17.59,1.63,4.95,295.46,92.48,5.81,68.43,1,79.17,124.38,14.77,2.06,0.62,4.15,0.7,122.82,0.0135,0.0164,0.000202,1.047,0.0059,28.74,2.048,Unhealthy
"Wheat berries, flaked, cooked",181.14,0.45,0,1.06,8.71,7.09,6.26,0,0.13,35.81,0.24,47.77,191.1,65.18,1.64,0.06,0.24,2.86,306.43,0.0004,0.2403,0,1.372,0.0033,28.52,3.001,Healthy
"Banana, diced, canned in juice",74.76,9.06,0,0.12,4.17,0.75,1.01,0,0.02,17.67,21.31,8.38,327.6,8.02,0.28,0.01,0.01,0.25,17.63,0.008,0.0994,0,0.472,0.0078,3.65,0.771,Healthy
"Milk low fat, strained, room temperature",77.36,3.26,0.08,2.64,0,8.68,95.99,5.98,1.46,4.72,0.04,114.14,112.9,14.58,0,0.06,0.45,0.9,89.73,0.0791,0.0233,0.000736,0.065,0.0002,11.91,0.112,Healthy
"Churros, beer battered, pan fried",378.12,2.05,0.08,18.6,1.01,11.37,630.86,24.84,4.2,41.31,0.43,44.71,486.34,25.05,0.57,2.02,7.07,1,134.86,0.0085,0.2862,0.000511,1.291,0.0051,21.71,2.88,Unhealthy
"Tuna albacore, whole, raw",186.37,0.16,0,10.29,0,22.79,110.61,43.09,1.62,0.65,2.3,46.11,460.57,37.26,1.36,1.28,2.99,0.45,235.98,0.0327,0.4853,0.009886,1.679,0.002,44.41,9.155,Healthy
"Chips kettle cooked, thin cut, salted",568.09,3.34,1.38,35.89,1.9,6.76,493.08,2.81,9.5,54.51,3.36,47.43,466.3,27.77,1.27,4.42,11.09,1.09,72.43,0.0066,0.3457,0,3.407,0.0082,11.81,2.035,Unhealthy
"Toffee, wrapped, cream filled",427.4,41.85,33.94,14.8,1.9,1.79,190.07,1.95,6.72,71.76,0.85,38.15,248.01,32.21,1.75,0.21,4.49,0.38,131.83,0.0052,0.0135,1.70E-05,1.449,0.0016,3.78,0.808,Unhealthy
"Yogurt plain, homogenized, low fat",59.73,3.33,0.25,0.89,0,8.55,149.16,5.47,0.49,4.38,1.29,118.66,195.2,10.41,0.02,0.04,0.21,0.71,190.39,0.0177,0.0401,0.000474,0.093,0.0001,13.23,0.163,Healthy
"Dandelion greens, diced, blanched",27.48,0.75,0,0.76,1.64,2.77,75.67,0,0.09,2.39,64.9,184.73,407.8,49.55,3.4,0.2,0.07,0.69,29.08,0.1261,0.2313,0,2.118,0.8386,24.49,1.442,Healthy
"Edamame, sprouted, stewed",188.87,1.17,0,2.63,11.68,21.98,14.75,0,0.45,19.32,4.02,24.74,430.82,39.93,6.86,0.6,0.52,2.56,215.92,0.002,0.272,0,0.143,0.0073,25.31,2.636,Healthy
"Ice cream bar chocolate, hard packed, with caramel ribbon",289.34,25.9,22.96,13.06,0.2,4.9,59.88,37.53,6.8,38.05,2.47,123.91,180.1,10.14,0.39,0.7,2.01,0.73,127.1,0.1362,0.0255,0.000414,0.104,0.0009,21.95,0.42,Unhealthy
"Tempura vegetable, panko crusted, fried salted",397.13,3.01,1.22,22.53,1.15,7.04,626.56,39.4,6.29,41.55,2.13,44.98,393.07,26.14,0.92,2.12,5.84,1.34,183.47,0.0083,0.1571,0.000324,0.829,0.0188,19.62,3.514,Unhealthy
"Greek yogurt plain, thick, room temperature",73.97,2.77,0.09,2.53,0,9.12,30.5,3,1.42,3.68,0.19,199.65,199.04,10.76,0.03,0.15,0.44,0.44,87.19,0.0636,0.0264,0.000816,0.016,0.0002,13.8,0.138,Healthy
"Fried dough, extra crispy, fried in vegetable oil",342.49,2.04,0.56,20.01,1.51,13.36,603.46,37.27,6.41,27.24,7.82,31.01,278.55,30.17,1.9,2.66,5.59,0.42,125.39,0.0029,0.1965,0.00051,0.772,0.0081,16.34,1.695,Unhealthy
"Sea bass, meat only, broiled",132.95,0.2,0,5.11,0,21.28,71.71,49.82,0.9,0.46,1.68,26.36,384.77,37.28,0.88,0.9,1.92,1.91,203.19,0.0432,0.5749,0.00107,1.545,0.0003,49.23,4.72,Healthy
"Chicken wing skinless, bone-in, steamed",189.68,0.14,0,6.76,0,31.75,58.49,55.67,1.47,0.46,0.4,9.79,210.62,25.01,0.72,0.44,2.2,1.2,211.7,0.006,0.3105,0.000629,0.351,0.0035,60.31,9.707,Healthy
"Soda cream concentrate, powder, cane sugar",206.39,41.43,40.2,0.15,0,1.45,46.07,0,0.07,49.81,4.82,12.37,18.32,2.56,0.02,0,0.04,0.03,14.46,0.0001,0.0079,0,0.089,0.0008,0.38,0.222,Unhealthy
"Toaster pastry, regular, marshmallow topped",436.34,41.92,36.62,8.22,1.55,6.34,328.32,2.85,2.34,84.25,8.2,18.19,161.65,30.36,7.83,0.44,1.38,3.58,95.19,0.3282,0.5619,0.002672,1.329,0.0048,15.92,7.86,Unhealthy
"Pie crust filled, regular, with icing",491.44,33.53,31.36,22.56,1.59,5.69,289.58,83.72,6.63,66.41,0.88,30.96,122.35,8.99,2.37,2.06,8.46,0.99,63.22,0.0134,0.0945,0.000201,2.605,0.0137,39.32,1.714,Unhealthy
"Chickpeas, sprouted, stewed",150.12,1.12,0,2.48,14.24,16.59,5.39,0,0.4,15.36,4.8,47.49,418.54,56.5,4.61,0.29,0.58,2.94,205.32,0.0006,0.1417,0,0.569,0.0061,45.6,1.768,Healthy
"Catfish, tail, broiled",116.91,0.14,0,4.75,0,17.91,63.23,56.49,0.69,0.63,0.09,44.74,358.34,30.93,1.14,1.46,1.69,0.45,346.52,0.0279,0.2551,0.004769,1.253,0.0029,64.47,3.647,Healthy
"Fava beans, dried, canned drained",137.65,2.21,0,0.65,6.68,14.65,13.1,0,0.13,18.3,2.43,24.01,518.97,78.16,6.65,0.14,0.07,1.53,125.28,0.0013,0.1048,0,0.532,0.0069,30.52,2.69,Healthy
"Snack mix seasoned, thin cut, heavily salted",501.08,1.97,0.75,32.96,1.5,4.4,637.84,5.64,7.5,46.71,14.78,18.59,498.96,24.28,0.92,3.23,9.07,1.1,128.14,0.0031,0.2633,0,3.202,0.0034,21.96,1.889,Unhealthy
"Corn dog, extra cheese, with special sauce",382.49,6.3,3.69,21.25,1.36,17.03,657.05,30.38,8.66,30.78,4.48,57.09,141.76,16.99,2.04,0.64,8.39,1.45,185.16,0.0495,0.1689,0.001948,1.997,0.0047,33.12,5.609,Unhealthy
"Nectarine, sliced, dehydrated",73.94,8.78,0,0.22,4.44,1.47,3.87,0,0.01,16.52,77.19,12.57,298.03,17.77,0.18,0.03,0.01,0.07,23.99,0.0456,0.0841,0,1.494,0.0048,5.54,0.297,Healthy
"Haddock, rings, steamed",140.64,0.12,0,6.68,0,19.13,118.13,60.39,0.43,1,0.53,25.87,296.71,20.96,1.12,2.07,1.94,0.65,318.12,0.0175,0.2462,0.009639,1.208,0.0006,53.78,6.721,Healthy
"Strudel apple, topped, with chocolate drizzle",407.08,35.62,32.79,17.64,1.7,6.13,359.4,76.33,4.61,55.95,0.36,28.1,57.39,7.2,2.02,0.85,5.13,0.78,115.4,0.0376,0.0605,6.30E-05,2.897,0.0069,26.75,0.527,Unhealthy
"Tuna albacore, tail, broiled",197.16,0,0,12.16,0,21.93,112.1,51.06,0.88,0,0.8,20.72,299.34,22.31,0.63,4.23,4.61,1.18,230.25,0.0127,0.2536,0.002173,0.907,0.003,71.32,10.772,Healthy
"Hemp seeds, slivered, unsalted",556.89,2.23,0,44.61,9.04,17.5,4.51,0,2.69,21.35,1.6,74.97,728.6,167.21,3.52,8.61,19.68,7.48,524.81,0.0015,0.5551,0,8.637,0.0016,36.1,1.841,Healthy
"Sesame seeds, whole, raw",589.38,3.58,0,48.02,5.33,21.31,3.83,0,6.96,17.99,1.99,291.3,573.91,396.73,7.34,6.87,15.03,3.45,673.25,0.0016,0.4892,0,9.896,0.003,26.44,7.421,Healthy
"Ice cream strawberry, soft serve, chocolate coated",249.06,18.24,17.14,13.94,0.07,2.86,101.87,59.31,6.34,28.04,2.14,103.58,181.56,12.85,0.22,0.44,3.09,0.31,143.75,0.0934,0.0203,0.000487,0.287,0.0015,28.6,0.147,Unhealthy
"Soybeans, sprouted, pressure cooked",161.14,2.06,0,1.3,6.63,17.43,5.94,0,0.22,19.93,2.24,72.14,519.56,44.46,4.69,0.18,0.19,1.38,103.67,0.0044,0.2464,0,0.679,0.0057,42.59,2.898,Healthy
"Pork rinds, thick cut, flavored",611.01,3.18,1.28,39.97,3.15,4.85,648.61,7.06,13.01,57.97,2.82,42.26,327.27,15.34,1.73,3.93,13.56,1.34,103.02,0.0076,0.2579,0,1.582,0.0046,14.31,1.877,Unhealthy
"Mackerel, steak, steamed",223.78,0.24,0,12.94,0,26.33,113.54,75.87,1.49,0.5,0.94,9.52,287.35,22.29,1.59,1.71,3.38,1.85,260.61,0.0303,0.2648,0.003214,1.839,0.0015,66.8,7.242,Healthy
"Fried cheese sticks, thin cut, shallow fried",345.87,2.98,1.34,17.39,1.19,7.6,433.01,30.71,3.75,39.74,7.8,37.1,390.91,19.14,1.12,1.28,4.52,0.95,122.4,0.0071,0.1622,0.000646,2.267,0.0051,14.77,1.238,Unhealthy
"Danish pastry, large, with sprinkles",415.93,24.74,21.8,16.53,1.15,6.3,354.46,82.64,6.93,60.49,0.91,56.12,57.7,10.92,0.53,1.34,4.84,0.96,138.11,0.0301,0.027,0.000157,0.716,0.0127,29.25,2.097,Unhealthy
"Chicken tenders, classic, fried",303.15,4.32,2.37,14.27,1.12,16.54,751.29,73.79,5.49,27.14,1.12,157.59,211.21,17.13,2.53,0.47,3.56,2.52,220.87,0.0364,0.1192,0.000766,1.516,0.0055,44.02,5.874,Unhealthy
"Collard greens, chopped, braised",22.85,1.04,0,0.29,2.38,1.64,75.25,0,0.05,3.42,115.94,114.76,555.77,41.38,1.74,0.07,0.03,0.74,27.61,0.6218,0.1473,0,1.046,0.2694,11.92,1.019,Healthy
"Pineapple, without skin, frozen unsweetened",72.05,12.27,0,0.41,3.79,0.68,4.37,0,0.04,16.41,70.01,5.89,195.91,8.33,0.41,0.06,0.01,0.23,28.51,0.0072,0.0373,0,0.719,0.0078,3.23,0.773,Healthy
"Guava, raw, ripe",60.31,6.61,0,0.75,1.2,0.51,4.01,0,0.05,12.88,82.15,15.06,272.21,8.05,0.37,0.08,0.03,0.19,10.98,0.0158,0.0305,0,0.597,0.0092,9.22,0.617,Healthy
"Sea bass, meat only, smoked",190.94,0.07,0,10.62,0,23.19,100.84,61.45,1.09,0.65,1.02,44.87,334.57,38.55,0.58,2.42,2.27,0.65,160.71,0.046,0.4845,0.008889,1.855,0.0017,57.79,8.14,Healthy
"Fish sticks breaded, large, fried",351.95,6.69,5.64,16.95,1.3,17.39,811.6,61.24,5.46,32.46,3.27,116.22,232.77,27.9,1.67,1.43,5.05,2.68,136.66,0.0433,0.1749,0.000777,0.212,0.0062,46.61,5.548,Unhealthy
"Muffin chocolate chip, glazed, with sprinkles",480.91,33.15,30.57,28.35,0.63,3.91,367.52,74.91,7.9,52.53,0.76,60.64,121.3,12.62,1.97,2.74,7.12,0.48,98.19,0.0441,0.0157,0.000279,0.954,0.0036,18.08,0.88,Unhealthy
"Pumpkin seeds, ground, soaked",486.52,2.19,0,40.52,9.1,18.14,0.05,0,5.34,12.32,0.91,50.4,796.79,368.28,6.28,7.19,8.3,6.09,337.08,0.0009,0.2301,0,9.331,0.0026,45.4,1.898,Healthy
"Caramel sauce, smooth, homestyle",639.43,6.74,5.89,61.95,0.3,1.94,1162.95,12.71,22,18.53,1.82,49.13,186.18,17.37,0.46,4.04,15.24,0.12,39.11,0.0077,0.0602,5.40E-05,7.128,0.0537,5.17,0.6,Unhealthy
"Walnuts, chopped, soaked",520.45,0.95,0,42.65,9.01,18.33,3.71,0,5.65,15.82,1.21,174.09,526.12,369.64,5.19,10.42,15.77,4.58,672.48,0.0018,0.3971,0,5.291,0.0008,35.66,7.548,Healthy
"Margarine, whipped, sweetened",439.94,20.09,16.66,32.06,2.53,4.46,1017.39,38.35,10.15,33.39,3.27,50.69,155.56,18.67,0.6,4.02,8.36,0.31,61.12,0.0032,0.0874,8.00E-06,1.887,0.0273,12.55,0.668,Unhealthy
"Cereal cinnamon sugar, regular, sugar frosted",362.63,38.25,32.69,5.87,4.27,4.42,373.74,4.14,0.84,73.03,15.92,79.19,83.16,34.38,8.08,0.3,0.9,3.72,171.85,0.4311,0.7625,0.004708,4.986,0.0076,5.69,3.704,Unhealthy
"Sports drink powder, frozen, carbonated",259.36,44.8,41.18,2.72,0,0.88,43.35,0,0.32,57.84,0.1,19.42,1.76,4.15,0.27,0.09,0.17,0.09,9.19,0.0003,0.0026,0,0.006,0,4.25,0.187,Unhealthy
"Hemp seeds, slivered, oil roasted",625.7,4.04,0,53.3,5.71,17.92,0.35,0,2.86,18.58,0.07,108.54,521.83,215.88,7.37,4.14,17.65,4.4,506.06,0.0023,0.5086,0,25.039,0.0015,43.86,1.228,Healthy
"Clams, tail, poached",166.86,0.3,0,10.78,0,16.55,103.84,75.42,2.42,0.91,2.09,41.43,389.16,33.18,0.86,2.98,2.27,0.98,309.1,0.0418,0.4168,0.005384,0.718,0.0009,56.32,9.291,Healthy
"Chicken breast, bone-in, grilled",111.82,0.03,0,3.3,0,20.13,70.29,82.69,0.82,0.4,0.14,13.01,270.23,24.25,0.89,0.19,1.24,2.41,220.56,0.0061,0.4049,0.000504,0.322,0.0025,54.64,8.91,Healthy
"Great Northern beans, split, boiled",120.68,1.84,0,0.56,10.4,13.77,10.82,0,0.1,15.14,3.2,53.51,268.36,61.97,4.6,0.15,0.06,1.12,284.14,0.0004,0.3715,0,0.51,0.01,36.95,2.334,Healthy
"Lobster, canned in oil drained, smoked",213.41,0.01,0,14.97,0,19.63,53.89,57.67,1.86,0.04,0.01,21.57,372,22.83,0.31,4.58,3.76,0.37,222.32,0.05,0.485,0.004177,0.88,0.0004,69.27,9.548,Healthy
"Turnover cherry, double layered, with cream filling",464.12,20.96,18.6,27.44,0.56,4.25,366.11,86.88,8.11,50.04,0.42,29.23,119.98,9.77,1.16,0.92,9.82,0.79,112.5,0.0134,0.0928,0.00019,2.377,0.0137,10.7,0.618,Unhealthy
"Licorice, filled, dark chocolate coated",378.82,35.16,32.56,13.58,1.65,2.84,33.08,10.52,7.24,61.31,1.05,64.35,196.53,16.15,0.53,0.41,2.78,0.44,139.74,0.0006,0.038,9.20E-05,0.671,0.0004,10.11,0.883,Unhealthy
"Fried plantain sweet, extra crispy, double fried",404.51,0.03,0.01,24.67,1.28,8.15,328.23,28.72,7.98,37.47,9.03,48.88,242.24,32.89,1.41,2.5,8.16,0.78,79.06,0.0083,0.1563,0.000543,1.578,0.0104,13.34,3.861,Unhealthy
"Mackerel, canned in oil drained, baked",154.65,0.02,0,6.77,0,22.89,40.62,65,0.53,0.54,1.65,10.35,412.81,33.84,1.62,1.23,1.03,1.66,271.01,0.0488,0.2159,0.003569,1.798,0.0023,64.02,10.551,Healthy
"Greek yogurt plain, creamy, reduced fat",55.13,2.2,0.04,2.09,0,5.61,83.75,3.35,0.67,3.47,1.79,165.93,159.51,12.75,0.02,0.08,0.37,0.93,160.76,0.0311,0.0208,0.000511,0.072,0.0003,18.92,0.187,Healthy
"Dragon fruit, cubed, dried unsweetened",86.03,11.66,0,0.35,1.53,0.48,4.59,0,0.05,20.24,40.74,19.62,308.11,9.53,0.42,0.02,0.03,0.07,27.25,0.0217,0.0752,0,1.377,0.0016,11.74,0.562,Healthy
"Chips tortilla, bite size, cheese dusted",573.45,0.09,0.01,33.29,1.17,4.38,430.19,7.96,8.36,64.08,11.31,31.76,509.28,33.83,0.95,3.67,9.61,1.49,163.68,0.0087,0.1492,0,2.157,0.0028,16.23,2.912,Unhealthy
"Brazil nuts, ground, blanched",518.93,2.89,0,43.37,10.94,17.7,3.19,0,5.84,14.45,1.61,131.89,483.44,342.74,3.34,7.44,19.57,5.04,696.85,0.0012,0.1154,0,3.392,0.0035,44.84,6.025,Healthy
"Burger double patty, classic, with mayo",370.48,4.76,2.43,22.32,1.8,18.54,519.82,48.49,9.98,23.86,0.22,149.39,292.08,27.36,2.61,1.63,5.01,2.64,183.56,0.0477,0.1529,0.001057,1.107,0.0078,43.61,2.898,Unhealthy
"Pop tart frosted, glazed, with icing",400.1,31.67,30.45,20.62,0.98,3.21,232.67,47.33,5.17,50.42,0.12,41.45,53.25,20.76,1.51,1.67,5.51,0.77,91.17,0.017,0.0401,0.00026,0.643,0.0042,39.29,0.511,Unhealthy
"Pumpkin seeds, shelled, toasted",632.95,1.79,0,56.07,10.34,19.5,4.34,0,8.35,12.58,0.18,101.69,476.38,271.26,4.74,13.05,11.47,4.97,497.72,0.0028,0.3917,0,12.926,0.0018,43.39,3.692,Healthy
"Fruit punch concentrate, mix, sugar added",262.4,48.72,45.35,1.2,0,1.14,12.54,0,0.55,61.76,0.94,15.46,18.9,6.58,0.04,0.06,0.34,0,25.23,0.0007,0.0177,0,0.015,0.0004,1.37,0.004,Unhealthy
"Chia seeds, ground, raw",554.37,0.88,0,48.85,9.21,16.46,0.76,0,5.84,12.22,1.85,168.27,635.72,375.35,6.69,4.91,15.88,4.22,346.83,0.0006,0.4267,0,17.965,0.0047,20.99,7.873,Healthy
"Ice cream bar chocolate, soft serve, with cookie pieces",321.63,24.23,22.19,18.99,0.39,3.91,115.35,48.64,11.22,33.77,1.66,94.66,141.35,8.77,0.42,0.5,3.47,0.64,104.93,0.1477,0.0331,0.000464,0.408,0.0017,17.01,0.283,Unhealthy
"Chips corn, crunchy, salted",436.22,1.94,0.2,24.06,3.88,4.27,443.22,9.61,8.95,50.65,8.58,22.18,316.31,26.39,1.95,1.86,5.48,1.33,140.65,0.0023,0.2112,0,3.19,0.0065,22.63,2.839,Unhealthy
"Salami, ground, grilled",302,1.19,0.13,25.84,0,14.28,924.83,98.37,11.52,3.08,7.79,48.43,259.19,20.92,2.44,0.99,8.6,2.37,137.4,0.0071,0.2828,0.002063,0.288,0.0013,38.12,2.559,Unhealthy
"Chicken breast, cutlet, grilled",188.5,0.02,0,6.62,0,32,52.62,63.93,2.28,0.23,0.29,5.57,211.72,27.74,0.94,0.78,1.85,0.87,178.91,0.0187,0.476,0.00095,0.126,0.0001,89.57,9.361,Healthy
"Chips kettle cooked, extra crispy, spicy",458.6,0.45,0.03,22.88,2.16,5.31,464.89,3.74,4.05,57.86,7.42,43.33,285.67,16.03,0.56,3.01,6.11,1.27,150.88,0.0009,0.1622,0,4.001,0.0019,21.05,3.714,Unhealthy
"Mushrooms white, fresh, microwaved",32.91,1.57,0,0.35,2.1,2.05,34.88,0,0.04,5.39,18.8,46.18,219.47,29.95,0.76,0.03,0.04,0.21,18.12,0.4317,0.0728,0,0.25,0.0571,16.77,0.67,Healthy
"Sorghum, ground, cooked",192.82,1.75,0,4.14,3.29,10.99,8.82,0,0.91,27.9,0.04,29.12,298.02,52.73,1.1,0.23,1.09,1.58,172.55,0.0005,0.2069,0,1.462,0.0048,16.37,2.145,Healthy
"Mango, diced, canned in juice",55.02,7.86,0,0.66,3.91,0.5,4.22,0,0.08,11.77,17.75,27.37,139.86,18.98,0.47,0.06,0.02,0.24,22.07,0.0264,0.128,0,1.114,0.0069,6.36,0.324,Healthy
"Plum, diced, frozen unsweetened",51.85,7.03,0,0.69,1.49,0.42,2.76,0,0.07,10.99,72.76,13.86,199.42,8.32,0.47,0.03,0.06,0.13,16.77,0.0421,0.0761,0,0.918,0.0026,10.3,0.179,Healthy
"Wonton fried, deluxe, grilled with sauce",368.06,9.46,6.62,16.86,1.76,19.32,887.78,52.97,7.27,34.76,4.74,60.74,169.35,20.78,2.01,1.2,4.56,2.47,123.5,0.0372,0.0873,0.000353,0.684,0.0097,42.36,4.681,Unhealthy
